,on_demand,seniority,order_size,found_rate,picking_speed,accepted_rate,rating,distance_km,total_minutes
1800,0,3,10,0.8379,1.47,0.88,5.0,3.389563170067785,129.859546033333
1801,0,3,18,0.8308,1.88,0.96,5.0,2.1170830584134426,101.874006266667
1802,0,3,16,0.8308,1.88,0.96,5.0,2.869440099185514,119.174313883333
1803,0,1,3,0.9034,1.55,1.0,4.8,3.887338579064359,77.2241403333333
1804,1,1,17,0.9034,1.55,1.0,4.8,0.5924196065244931,49.6172047166667
1805,0,1,7,0.9034,1.55,1.0,4.8,3.248736919957842,65.0864799
1806,1,1,20,0.9034,1.55,1.0,4.8,0.7623448667517849,70.7715391166667
1807,1,1,8,0.9034,1.55,1.0,4.8,1.4319327736152212,78.9096413
1808,1,3,34,0.8401,1.3,1.0,4.64,4.265368685650265,113.021234783333
1809,0,1,40,0.8823,1.41,0.88,4.84,2.9143340281248262,84.17769295
1810,1,1,5,0.8823,1.41,0.88,4.84,2.6083805736814867,53.3370546
1811,0,3,25,0.8478,1.4,1.0,4.72,2.824789132157985,55.4583466
1812,0,3,17,0.8478,1.4,1.0,4.72,4.292769294397304,96.7767187666667
1813,0,3,54,0.8478,1.4,1.0,4.72,2.4305227548488526,129.422080216667
1814,0,3,37,0.8478,1.4,1.0,4.72,1.9275700631967636,82.4568476333333
1815,0,1,9,0.8346,1.51,1.0,4.72,2.0371626841274098,62.39203635
1816,0,1,10,0.8346,1.51,1.0,4.72,4.0091808046676745,68.02815655
1817,0,1,54,0.8346,1.51,1.0,4.72,1.046038784186042,160.949869483333
1818,1,1,27,0.8589,1.3,1.0,4.84,3.948130972784872,99.2115369333333
1819,1,1,41,0.8589,1.3,1.0,4.84,3.666134339718188,83.9565410666667
1820,0,1,29,0.8589,1.3,1.0,4.84,2.729811254762525,86.1135781333333
1821,1,1,13,0.8589,1.3,1.0,4.84,3.686193543130978,86.1889263
1822,0,1,25,0.833,1.92,0.954545454545455,4.93,1.6241003420995035,85.3823397666667
1823,1,1,21,0.833,1.92,0.954545454545455,4.93,2.1224006029401,63.1088314
1824,0,1,49,0.833,1.92,0.954545454545455,4.93,1.9414418808090408,128.6140169
1825,0,1,10,0.833,1.92,0.954545454545455,4.93,1.490082695159888,65.6806310166667
1826,0,1,34,0.8833,1.6,1.0,4.84,4.482805855159587,127.008189616667
1827,1,1,23,0.8833,1.6,1.0,4.84,3.540937147238392,81.40714985
1828,1,1,24,0.8577,1.48,0.88,4.64,2.4733895198747877,128.024323566667
1829,0,1,37,0.8577,1.48,0.88,4.64,1.7201702918702284,68.5313428333333
1830,1,1,12,0.8577,1.48,0.88,4.64,1.7088655888007902,37.89329005
1831,0,1,15,0.8577,1.48,0.88,4.64,1.4950127421191322,76.3911269833333
1832,0,1,28,0.8577,1.48,0.88,4.64,1.977078984394877,91.11433535
1833,0,1,10,0.8692,1.44,1.0,4.84,2.360265051598484,92.5882490666667
1834,0,4,31,0.8949,2.4,0.72,5.0,2.7169975910668667,83.1922298166667
1835,0,1,55,0.8761,1.6,0.96,4.88,4.37011962867423,134.571669683333
1836,0,1,13,0.8761,1.6,0.96,4.88,1.6934072018241055,60.9031540666667
1837,0,3,34,0.8315,1.64,1.0,4.8,2.6575942825222345,123.249840816667
1838,0,3,13,0.8315,1.64,1.0,4.8,2.7954776579036027,84.0953748
1839,0,3,23,0.8315,1.64,1.0,4.8,2.143327935212455,76.1879525666667
1843,0,1,38,0.8549,0.89,0.96,4.52,1.6534562989249375,121.576014816667
1844,1,1,16,0.8549,0.89,0.96,4.52,3.366167640426988,48.5722805166667
1845,1,1,30,0.8549,0.89,0.96,4.52,3.8365521253266137,160.7567586
1846,0,1,37,0.8549,0.89,0.96,4.52,2.3277138589167308,66.8524882833333
1847,1,1,21,0.8549,0.89,0.96,4.52,3.025420871751236,42.5264692
1848,0,4,32,0.8526,1.0,0.8,5.0,1.0397478681184156,79.2174768166667
1849,0,4,23,0.8526,1.0,0.8,5.0,2.3023216766309744,64.9892920833333
1850,0,4,20,0.8526,1.0,0.8,5.0,3.0312705846324364,51.8724871166667
1851,0,4,49,0.8526,1.0,0.8,5.0,2.3452770195606663,101.739500633333
1852,0,4,29,0.8532,1.62,0.84,4.88,1.1901395199821336,97.6871174666667
1853,0,4,13,0.8532,1.62,0.84,4.88,3.571349721245522,53.9420337666667
1854,0,4,32,0.8532,1.62,0.84,4.88,0.65423096037157,137.48299635
1855,0,4,8,0.8532,1.62,0.84,4.88,4.464682071009599,128.4137787
1856,0,4,63,0.8532,1.62,0.84,4.88,2.341791408583141,149.936198866667
1857,0,1,61,0.8861,1.26,1.0,4.84,1.7480843488408362,122.140938783333
1859,0,1,32,0.8861,1.26,1.0,4.84,1.3281549544397169,84.4910002
1860,1,4,8,0.8185,2.8,0.88,4.88,3.744442833246103,50.6738288666667
1861,0,4,36,0.8185,2.8,0.88,4.88,2.9994573482646945,180.886887966667
1862,0,4,25,0.8185,2.8,0.88,4.88,2.361368509707104,129.714308116667
1863,0,1,44,0.8482,1.44,0.96,4.76,2.4399443079889704,148.905085583333
1864,1,1,7,0.8482,1.44,0.96,4.76,4.354942866169261,51.5581358833333
1865,1,1,11,0.9172,1.0,0.88,4.96,7.200044877396599,48.41242125
1866,0,3,38,0.8578,2.1,0.92,4.52,2.3508212545873888,89.4178438833333
1867,0,3,44,0.8578,2.1,0.92,4.52,4.246900532582814,153.25077255
1868,1,1,41,0.8727,1.23,0.92,4.96,2.7962829883008093,127.079253133333
1869,0,1,25,0.8727,1.23,0.92,4.96,2.4552154362963834,82.1244633833333
1870,1,4,5,0.8432,1.86,0.68,4.67,3.624455518106996,63.3286357833333
1871,1,4,6,0.8432,1.86,0.68,4.67,3.023124759057175,63.8991874833333
1872,0,1,12,0.8252,1.14,0.92,4.68,2.1421694800627176,88.90226345
1873,0,1,25,0.8252,1.14,0.92,4.68,1.3719033971751895,122.928088616667
1874,0,1,9,0.8649,1.26,1.0,4.8,3.8507911815752927,175.015111416667
1875,0,1,16,0.8649,1.26,1.0,4.8,1.9229052512858675,113.749305266667
1876,0,1,31,0.8649,1.26,1.0,4.8,3.708991017664994,111.96006875
1877,1,1,25,0.8649,1.26,1.0,4.8,0.577196616755015,60.6532663
1878,0,1,39,0.8649,1.26,1.0,4.8,3.5433251115960585,169.733424683333
1879,0,1,20,0.8649,1.26,1.0,4.8,2.2510310867709333,84.3897675166667
1880,0,1,13,0.8837,1.0,0.92,4.92,3.006431612128594,74.8228880333333
1881,0,1,39,0.8837,1.0,0.92,4.92,2.6979550969931694,100.759855183333
1882,0,1,8,0.8837,1.0,0.92,4.92,0.9036446339661388,61.4923287
1884,1,1,32,0.8853,1.53,1.0,4.72,2.42407330745382,92.10854725
1885,0,1,37,0.8853,1.53,1.0,4.72,2.508494165198014,121.40731675
1886,0,1,7,0.8615,1.16,0.92,4.92,0.2743133439453432,38.4228976666667
1887,0,1,8,0.8615,1.16,0.92,4.92,1.2907286132277314,64.3635313166667
1888,0,1,21,0.8615,1.16,0.92,4.92,1.477629824541637,54.9908887
1889,1,1,29,0.8615,1.16,0.92,4.92,1.8800408744749355,95.7960028666667
1890,0,1,17,0.8615,1.16,0.92,4.92,0.6717321892767524,60.5873283666667
1891,0,4,23,0.8718,2.0,0.68,4.92,3.092908146469257,76.1439588833333
1892,0,4,27,0.8551,0.84,0.72,4.76,4.023519389420817,61.5225227333333
1893,0,1,40,0.8702,1.3,0.96,4.88,3.4637620897207406,127.730065883333
1894,0,1,40,0.8654,1.82,1.0,4.92,0.8650291326454034,147.1580619
1895,0,1,35,0.8981,1.37,0.96,4.8,2.870761584038136,80.6779620166667
1896,0,1,22,0.8981,1.37,0.96,4.8,3.859581457312564,103.938002366667
1897,0,1,12,0.8981,1.37,0.96,4.8,4.373812304924301,111.860604033333
1898,0,1,37,0.8981,1.37,0.96,4.8,2.027306562335413,73.1206327333333
1899,0,1,38,0.8595,1.54,0.96,4.64,1.1917948528462532,116.622442166667
1900,0,1,14,0.8963,1.26,0.92,4.96,3.0180942890716795,96.5095698666667
1901,0,1,35,0.8429,1.25,0.96,4.52,1.4469557869188732,118.4057934
1902,0,1,39,0.8429,1.25,0.96,4.52,0.960044965131702,83.3945165166667
1903,1,1,3,0.8429,1.25,0.96,4.52,0.8308103913754158,114.633228733333
1904,0,1,56,0.8429,1.25,0.96,4.52,3.300163819984256,112.00325115
1905,0,4,21,0.8333,1.76,0.8,4.84,2.311113791353641,61.5330465333333
1906,0,4,41,0.8218,1.64,1.0,4.72,1.84155964273597,80.29158995
1907,0,4,18,0.8218,1.64,1.0,4.72,4.184262776282017,56.9850677833333
1908,0,1,11,0.8513,1.11,0.92,4.48,4.090946165400995,58.8540463166667
1909,0,1,10,0.8513,1.11,0.92,4.48,2.7836250650043364,134.360341766667
1910,1,1,21,0.8513,1.11,0.92,4.48,1.4931709814344276,60.8357986833333
1911,0,1,16,0.8513,1.11,0.92,4.48,1.1636671909602505,45.7815883166667
1912,0,1,48,0.8513,1.11,0.92,4.48,1.33435930792611,114.18468125
1913,0,1,31,0.8513,1.11,0.92,4.48,2.4226037491577923,109.891212616667
1914,0,4,10,0.837,1.86,0.84,4.84,0.9452971675064424,71.3105778666667
1915,0,3,25,0.877,2.17,1.0,4.96,7.143976064038494,99.0633782
1916,1,1,15,0.822,1.35,0.96,5.0,1.4349906763397984,89.7941941666667
1917,0,1,58,0.822,1.35,0.96,5.0,3.283106823558425,127.1744953
1918,1,1,22,0.8818,1.74,1.0,4.68,4.04118135423374,129.280065516667
1919,1,1,20,0.8818,1.74,1.0,4.68,2.252093268793584,85.2740093333333
1920,0,1,69,0.8818,1.74,1.0,4.68,1.7239713376759638,166.75370795
1921,1,1,19,0.8818,1.74,1.0,4.68,2.102860242891911,57.3521840666667
1922,1,1,15,0.8577,1.1,0.92,4.92,1.4961714860404716,38.9149053666667
1923,0,1,48,0.852,1.5,0.88,4.92,2.729252036272701,93.6318818833333
1924,0,4,38,0.8423,2.17,0.64,4.96,2.7324684299130944,107.813264166667
1925,0,1,20,0.8684,1.57,0.92,4.92,2.24157460636736,87.1067389166667
1926,1,1,20,0.8871,1.32,1.0,4.92,2.950391227779578,123.635404716667
1927,0,3,23,0.8537,1.27,1.0,4.92,1.5777227467822643,51.9415622
1928,0,1,10,0.8659,1.14,0.96,4.92,4.541877675071432,53.7958180333333
1929,0,1,33,0.8758,1.0,0.92,4.92,2.3643053852748834,122.856912366667
1930,0,1,61,0.8758,1.0,0.92,4.92,2.47442564474782,158.698021566667
1931,1,1,30,0.8563,1.49,1.0,4.96,2.568503250888734,102.6079984
1932,0,1,8,0.8563,1.49,1.0,4.96,2.4630663343206844,76.8830319666667
1933,1,4,2,0.8549,1.83,0.76,4.64,1.6460355885624602,36.7880248333333
1934,0,4,24,0.8549,1.83,0.76,4.64,4.03684526837984,96.2511083666667
1935,1,4,16,0.8549,1.83,0.76,4.64,2.5008132620460057,90.8312121833333
1936,0,4,23,0.8549,1.83,0.76,4.64,2.223551421326152,97.1823226666667
1938,0,1,8,0.8804,1.5,1.0,4.72,2.8333793860598515,47.0782348333333
1939,0,1,17,0.8804,1.5,1.0,4.72,1.999025751782893,70.4118762
1940,0,1,28,0.9157,0.86,0.92,4.96,5.454104885822561,49.3481197166667
1941,0,3,30,0.7972,1.72,0.96,4.96,4.880273451078527,102.254705666667
1942,0,3,12,0.8186,2.03,1.0,4.88,1.133319386813108,136.902833966667
1943,1,3,17,0.8186,2.03,1.0,4.88,2.225146354759393,133.735532833333
1944,0,3,10,0.8186,2.03,1.0,4.88,2.2857010534006537,70.2736960666667
1945,0,3,12,0.8186,2.03,1.0,4.88,2.958002874376686,111.168808616667
1946,0,4,13,0.894,1.55,0.84,5.0,2.515597948352064,111.363404683333
1947,0,4,12,0.894,1.55,0.84,5.0,2.2820895241365573,100.364199483333
1948,0,4,25,0.8468,1.7,0.92,4.92,4.051939070093598,61.6573826166667
1951,0,1,50,0.8842,1.3,1.0,4.68,3.8311529867071457,140.645560733333
1952,1,1,18,0.8591,1.68,0.96,5.0,3.0134875751751884,72.2641432333333
1953,1,1,25,0.8776,1.35,1.0,4.88,5.018184954480375,58.02761815
1954,0,1,10,0.862,1.28,0.92,4.96,1.3938816136209016,94.4926506333333
1955,0,1,18,0.862,1.28,0.92,4.96,1.4114889778080617,121.521884483333
1956,1,1,11,0.8636,1.27,0.88,5.0,0.4555293735229793,34.3521126
1957,1,1,19,0.8636,1.27,0.88,5.0,2.0768308054142475,82.4387953166667
1958,1,3,15,0.8283,2.11,0.92,5.0,2.1233530106927763,111.981629383333
1959,1,1,10,0.8818,1.76,0.96,4.8,2.311113791353641,64.7918765333333
1960,0,1,59,0.8904,1.4,1.0,4.96,2.8162925431817074,140.214791933333
1961,0,3,25,0.9055,2.3,0.944444444444444,4.93,0.3573185979859583,58.3233590333333
1962,1,1,7,0.8394,1.69,1.0,4.92,2.136152881403466,52.3410532333333
1963,1,1,1,0.8394,1.69,1.0,4.92,2.99040043581523,37.6151693666667
1964,0,1,17,0.8394,1.69,1.0,4.92,2.2628131422884854,91.63515805
1965,0,1,20,0.8394,1.69,1.0,4.92,2.786301888080452,66.6268181666667
1966,0,1,16,0.8394,1.69,1.0,4.92,2.1926577490086694,102.568132833333
1967,0,1,39,0.8394,1.69,1.0,4.92,3.3425381944844137,97.3108967666667
1968,0,1,35,0.8468,2.0,1.0,4.8,1.1581814863838211,127.372918683333
1969,0,1,40,0.8468,2.0,1.0,4.8,2.9010373167209305,120.657001516667
1970,1,3,9,0.85,2.12,1.0,4.84,3.803529611278189,94.9497846833333
1971,0,3,29,0.8892,2.58,0.92,4.96,2.1911490503633138,151.8398399
1972,0,3,11,0.8892,2.58,0.92,4.96,2.515978287569524,134.475569083333
1973,0,1,43,0.8484,1.29,1.0,4.8,2.7814413505230315,133.262205933333
1974,0,1,40,0.8484,1.29,1.0,4.8,3.79904185434881,159.923331133333
1975,0,1,8,0.8484,1.29,1.0,4.8,1.3640868944656146,39.6178540333333
1976,0,1,17,0.8484,1.29,1.0,4.8,2.056643659768777,64.3586152
1977,1,1,9,0.8484,1.29,1.0,4.8,0.1773665708495941,49.58255805
1978,0,1,17,0.8484,1.29,1.0,4.8,3.282230551627548,55.2417199833333
1979,0,1,20,0.8565,1.5,1.0,4.88,3.157886560800911,61.0471283
1980,0,1,32,0.8565,1.5,1.0,4.88,2.370030391541712,86.2984241
1981,0,1,15,0.8885,1.41,0.88,4.96,0.9332499510209123,74.3940225
1982,1,1,8,0.8885,1.41,0.88,4.96,1.1639767090712674,76.6743526666667
1983,0,1,22,0.8885,1.41,0.88,4.96,2.4734760030071894,53.4908509666667
1984,0,3,24,0.8667,2.43,0.96,4.84,3.0199824575497707,89.3456163333333
1985,1,3,17,0.8667,2.43,0.96,4.84,4.106581798594828,128.378719233333
1986,0,3,7,0.8667,2.43,0.96,4.84,1.983299441648541,44.10652
1987,1,3,12,0.8667,2.43,0.96,4.84,3.557388885138681,94.4481300333333
1988,0,1,14,0.9114,1.27,0.92,5.0,3.904288696777419,84.5001477
1989,1,1,7,0.9114,1.27,0.92,5.0,2.397108136888006,66.2237400666667
1990,0,1,41,0.9114,1.27,0.92,5.0,3.251304693713951,95.00538835
1991,0,1,2,0.9114,1.27,0.92,5.0,2.502987616452245,55.7937162833333
1992,0,4,26,0.7935,1.99,0.92,4.92,3.314694776762336,125.755197366667
1993,0,1,16,0.896,1.03,1.0,4.88,0.9489017599201188,72.0439389833333
1994,0,1,15,0.896,1.03,1.0,4.88,1.9336495314890725,77.7673477333333
1996,1,1,12,0.865,1.26,0.96,4.76,2.214568515750644,85.9439271166667
1997,1,1,9,0.865,1.26,0.96,4.76,2.4164913163408097,68.694675
1998,0,1,44,0.865,1.26,0.96,4.76,2.077281989012187,112.85286855
1999,0,1,31,0.82,2.0,0.88,4.96,2.1965280134624536,140.044817633333
2000,0,1,29,0.8752,1.54,0.96,4.8,2.3615794524976605,83.1965643833333
2001,1,3,9,0.8755,2.11,1.0,4.96,1.8797142544690288,51.7014167833333
2002,0,1,15,0.8848,1.54,0.96,4.92,2.7768101357539976,71.35964945
2003,0,1,52,0.8848,1.54,0.96,4.92,2.4983847647434674,93.0577649666667
2004,1,1,29,0.8848,1.54,0.96,4.92,2.198664804131172,74.9224687833333
2005,0,1,10,0.8848,1.54,0.96,4.92,3.025420871751236,77.8809550833333
2006,0,1,50,0.8848,1.54,0.96,4.92,2.787312384534333,132.889353066667
2008,0,4,28,0.8624,2.4,0.84,4.96,3.570989732914653,86.6431860666667
2009,0,4,15,0.8624,2.4,0.84,4.96,3.5345115028050964,72.88079865
2010,0,4,8,0.8624,2.4,0.84,4.96,2.216939224899604,59.4739442166667
2011,0,4,31,0.8624,2.4,0.84,4.96,4.5957403339658125,97.3391877166667
2012,1,4,4,0.8963,2.42,0.8,4.88,1.4166214633919536,45.8421632166667
2013,1,1,18,0.8579,1.08,0.96,4.72,1.4559812562903145,98.25914445
2014,0,1,4,0.8579,1.08,0.96,4.72,1.6599435259198976,78.8560887166667
2015,0,1,36,0.8579,1.08,0.96,4.72,1.7922559079744986,88.2747201333333
2016,0,1,39,0.9095,1.15,0.88,4.56,3.536823280228828,104.863562816667
2017,0,1,28,0.8721,1.45,1.0,4.64,2.0772919488081323,114.417158883333
2018,0,1,17,0.9108,1.14,1.0,5.0,3.949342005378808,63.1144473333333
2019,0,1,13,0.9108,1.14,1.0,5.0,2.415999830025358,66.4399511833333
2020,1,1,6,0.9108,1.14,1.0,5.0,2.490862219204628,123.971530033333
2021,0,1,31,0.9108,1.14,1.0,5.0,2.1795265423635417,70.90947335
2022,0,1,31,0.9108,1.14,1.0,5.0,1.0934273184233316,68.9911564833333
2023,1,1,16,0.8462,1.11,0.96,4.96,2.631352628272388,31.6909607166667
2024,0,1,37,0.8746,0.87,1.0,4.96,4.792216687536016,82.9418939
2026,0,3,45,0.8638,3.0,1.0,4.96,2.1500496014502155,124.54950395
2027,0,1,13,0.8908,1.47,1.0,4.52,5.672516937163714,57.8572277
2028,1,1,15,0.9207,1.42,0.96,4.92,2.712177558682653,80.3663232333333
2029,1,1,41,0.9038,0.81,1.0,4.96,3.4580543230531826,89.6281755
2030,1,1,19,0.9038,0.81,1.0,4.96,0.7333061132442913,40.33741025
2031,0,1,17,0.9038,0.81,1.0,4.96,1.858871154007823,33.9699514
2032,1,1,28,0.8546,0.9,0.92,5.0,5.096077388370556,89.0681966
2033,0,3,22,0.7875,1.88,1.0,4.72,4.399097907215721,100.70171825
2034,0,3,31,0.8986,2.27,1.0,4.96,2.984058957503702,107.4145702
2035,1,1,16,0.9178,1.5,0.92,4.72,1.334226188099377,105.074639416667
2036,0,1,23,0.9178,1.5,0.92,4.72,4.444405050639831,104.262678266667
2037,1,1,31,0.9178,1.5,0.92,4.72,3.3922795703311053,54.8046328
2038,1,1,13,0.9178,1.5,0.92,4.72,1.4356775587734936,89.9827519833333
2039,0,1,20,0.8647,1.35,0.88,4.84,1.4117950153790768,143.89174985
2040,1,1,28,0.8647,1.35,0.88,4.84,4.556252077433717,90.2260929166667
2041,0,1,4,0.8647,1.35,0.88,4.84,4.703760487576977,59.9985937333333
2042,0,1,2,0.8647,1.35,0.88,4.84,1.973289120226935,61.0357496333333
2043,1,1,21,0.8852,1.18,1.0,5.0,4.662603001582761,75.2473137333333
2044,0,1,9,0.8546,1.25,0.92,4.64,0.4860829414218202,42.1532750666667
2045,1,1,17,0.8546,1.25,0.92,4.64,0.6775350010073826,71.6450138
2046,1,1,11,0.8546,1.25,0.92,4.64,2.630080431983992,75.1562896166667
2047,0,1,24,0.8546,1.25,0.92,4.64,1.5703761335499045,79.9392688833333
2048,0,1,8,0.8546,1.25,0.92,4.64,2.4305227548488526,81.0336921833333
2049,0,3,37,0.8174,2.12,1.0,4.84,1.6359319367971676,94.7906522
2050,1,3,14,0.8174,2.12,1.0,4.84,1.2772366703966584,57.9415258
2051,0,1,32,0.8474,1.43,0.92,4.92,4.599700206326808,128.722034916667
2052,0,1,12,0.8474,1.43,0.92,4.92,4.177662470570957,96.89910295
2053,0,1,11,0.8474,1.43,0.92,4.92,1.2961219572661642,70.9278209666667
2054,0,1,19,0.8474,1.43,0.92,4.92,0.4757568372320283,68.9900927
2055,0,1,38,0.8474,1.43,0.92,4.92,1.516189494042502,70.0234480666667
2056,1,1,47,0.8474,1.43,0.92,4.92,3.0433105013609225,119.875153966667
2057,0,1,12,0.8474,1.43,0.92,4.92,1.4114659142739716,80.9688892166667
2058,0,1,28,0.8257,1.71,1.0,4.84,2.444390904954479,101.10705715
2059,0,1,16,0.8389,1.71,1.0,4.76,7.161957909364637,73.58695145
2060,0,1,13,0.8449,1.5,0.92,4.88,1.6522312657260207,68.4494039166667
2061,0,1,18,0.8449,1.5,0.92,4.88,1.946757736759772,85.16839125
2062,1,1,11,0.8998,1.15,0.92,4.92,0.8588465089166308,41.5017606
2063,1,1,27,0.8998,1.15,0.92,4.92,2.558289856502642,100.161880983333
2064,0,1,10,0.8998,1.15,0.92,4.92,2.512504108541,54.0772645333333
2065,0,3,36,0.843,2.48,0.92,4.75,2.876565039509713,119.5323294
2066,0,3,21,0.843,2.48,0.92,4.75,2.3214296487932904,100.25100515
2067,0,1,3,0.8732,1.29,0.92,4.96,5.848139754969324,35.5489690666667
2068,1,3,7,0.8675,2.86,1.0,4.84,2.230877620205495,62.2217113166667
2069,1,3,8,0.8675,2.86,1.0,4.84,2.384071371853514,111.25833065
2070,0,1,23,0.8634,1.24,1.0,4.8,2.105466048074609,92.138853
2071,0,1,26,0.8634,1.24,1.0,4.8,4.410257418222012,118.149811383333
2072,0,1,20,0.8634,1.24,1.0,4.8,3.296481568140017,131.68179995
2073,0,1,18,0.861,1.35,1.0,4.88,2.730690054969104,48.7808669833333
2074,0,1,34,0.861,1.35,1.0,4.88,2.803012134438667,130.567177883333
2075,0,1,18,0.861,1.35,1.0,4.88,4.113807116455471,94.6234240833333
2076,0,1,18,0.861,1.35,1.0,4.88,3.8586454431552433,94.9628085333333
2077,1,1,16,0.861,1.35,1.0,4.88,3.766396513454534,96.6458377
2078,0,1,31,0.852,1.38,1.0,5.0,2.650550635682087,67.9221805333333
2079,1,3,12,0.8699,2.08,0.875,4.94,3.3055691074391507,61.2905887166667
2080,0,3,25,0.8699,2.08,0.875,4.94,2.991297891370683,70.9591696166667
2083,0,1,62,0.8815,1.24,0.92,4.68,3.5726735646846945,123.058462016667
2084,1,1,28,0.8815,1.24,0.92,4.68,2.3134429397355323,97.1014822666667
2085,0,1,48,0.8815,1.24,0.92,4.68,3.070290957863633,135.20210835
2086,0,1,36,0.8649,1.19,1.0,4.96,0.2671459100218388,96.7914329666667
2087,1,1,25,0.9048,1.1,0.92,4.72,3.3348977997496365,47.2787310666667
2088,0,1,27,0.9048,1.1,0.92,4.72,3.150603432366555,72.7979081666667
2089,0,1,9,0.9048,1.1,0.92,4.72,2.47442564474782,55.8099164333333
2091,0,1,20,0.9048,1.1,0.92,4.72,2.7068873569108107,72.0733293166667
2092,0,1,13,0.9048,1.1,0.92,4.72,1.2466290805463358,66.3506113166667
2094,1,4,18,0.854,1.74,0.84,4.8,3.434380614989313,74.0424118166667
2095,0,4,17,0.854,1.74,0.84,4.8,2.2027644128637904,67.6007738833333
2096,0,4,4,0.854,1.74,0.84,4.8,2.101104534673996,62.29275625
2097,0,1,6,0.8456,1.93,0.96,4.8,6.030299996955911,94.388044
2098,0,1,33,0.8816,1.38,0.92,4.8,0.9629434191614998,150.10608435
2099,0,1,16,0.8816,1.38,0.92,4.8,1.281400245688413,64.3552738666667
2100,0,1,23,0.8816,1.38,0.92,4.8,2.2479861307110056,63.684602
2101,0,1,5,0.8816,1.38,0.92,4.8,1.2546931164128956,158.125516683333
2102,1,1,41,0.8756,1.22,1.0,4.64,3.833950296017212,98.134792
2103,0,3,24,0.8526,2.2,0.92,4.92,2.539657041464384,151.8947785
2104,1,3,8,0.8526,2.2,0.92,4.92,4.333103891689893,66.8064270166667
2105,0,1,24,0.8951,1.26,0.96,4.84,2.366064410420452,98.7076650666667
2106,0,1,16,0.8951,1.26,0.96,4.84,3.1222473330165705,80.4093428166667
2107,0,1,45,0.8951,1.26,0.96,4.84,5.70463761759008,120.9781572
2108,0,1,15,0.8951,1.26,0.96,4.84,3.921375977379229,89.7094599166667
2109,1,1,18,0.8523,2.0,1.0,4.96,1.9809422894141169,52.7826070666667
2110,0,4,12,0.8582,2.0,0.8,4.6,3.272359058166698,140.15884805
2111,1,4,25,0.8582,2.0,0.8,4.6,3.102018814025633,106.6339983
2112,1,4,9,0.8582,2.0,0.8,4.6,2.028907815555824,133.261274916667
2113,0,4,25,0.8582,2.0,0.8,4.6,4.102854078013564,170.032535883333
2114,0,4,14,0.8961,1.64,0.84,4.72,1.9990734023234604,112.4726616
2115,0,4,14,0.8961,1.64,0.84,4.72,2.9325612367464964,73.2367454166667
2116,0,4,29,0.8961,1.64,0.84,4.72,2.6249005976961524,131.116307233333
2117,0,4,9,0.881,1.62,0.8,4.96,1.4111854805779744,79.7467227666667
2118,1,1,15,0.872,1.4,0.92,4.92,3.316590783075714,103.640412683333
2119,1,1,14,0.872,1.4,0.92,4.92,2.0382904098907764,67.44155695
2120,0,1,32,0.872,1.4,0.92,4.92,3.670203117797677,99.7344480833333
2121,0,1,30,0.922,1.25,1.0,4.6,2.4321307235952307,78.3407534666667
2122,0,1,27,0.868,1.88,0.92,4.6,1.858871154007823,70.95218355
2123,0,1,19,0.868,1.88,0.92,4.6,1.0590227753687738,68.1789550333333
2124,0,1,11,0.8561,1.57,0.96,4.68,3.6639609570448206,73.1846486
2125,1,1,20,0.8561,1.57,0.96,4.68,3.886209323347444,115.542422566667
2126,0,1,32,0.8561,1.57,0.96,4.68,4.138633607283648,82.95054535
2127,0,1,13,0.8561,1.57,0.96,4.68,3.625506497166971,68.4938618833333
2128,1,3,6,0.8955,2.2,0.88,4.76,3.1173592539178783,130.007847616667
2129,0,3,9,0.8955,2.2,0.88,4.76,1.1252738294323383,89.7856491833333
2130,1,1,11,0.892,1.3,1.0,4.8,5.504449683438259,46.5900191
2131,0,1,19,0.8694,1.39,0.96,4.96,4.094263378614712,100.854114066667
2132,1,1,12,0.8694,1.39,0.96,4.96,4.115170247823756,51.5416901833333
2133,0,1,38,0.8694,1.39,0.96,4.96,0.8747919043342924,67.2232698333333
2134,0,4,2,0.8914,1.54,0.84,4.92,5.572498008323451,67.40128465
2135,0,1,25,0.8704,1.26,0.96,4.96,1.5226354866751255,89.09817225
2136,0,1,64,0.8704,1.26,0.96,4.96,4.543632282480044,124.32708225
2137,0,1,32,0.8712,1.45,1.0,4.92,3.219199689667726,120.3724756
2138,0,1,10,0.8758,1.23,0.92,4.76,3.988945281399505,107.122654033333
2139,0,1,18,0.8758,1.23,0.92,4.76,3.1795082447452336,95.35938075
2140,0,3,15,0.8544,1.39,0.92,4.92,2.8333793860598515,92.3013256833333
2141,1,3,4,0.8484,2.62,1.0,4.84,0.4976956036512515,38.0655450333333
2142,1,3,9,0.8484,2.62,1.0,4.84,0.5428181112865582,57.60812385
2143,0,1,16,0.8622,1.08,1.0,4.92,0.65423096037157,69.1289699333333
2144,0,1,13,0.8622,1.08,1.0,4.92,2.193708403919321,57.0182065666667
2145,0,1,2,0.8622,1.08,1.0,4.92,1.6224841145778357,74.3903899666667
2146,0,1,6,0.8622,1.08,1.0,4.92,2.1924425617783547,80.5217819
2147,1,1,46,0.8622,1.08,1.0,4.92,2.213377558116236,81.4225084666667
2148,0,3,53,0.8393,1.5,0.96,5.0,5.085136150990092,112.52029275
2149,1,3,10,0.8583,1.14,0.96,4.8,4.105857234604993,81.4661502166667
