,order_id,store_branch_id,distance_km,shopper_id,on_demand,seniority,order_size,found_rate,picking_speed,accepted_rate,rating,total_minutes
1202,02cae5cf6a088b8370be6a46da535145,1679091c5a880faf6fb5e6087eb1b2dc,5.353837973521052,a4acf86061489f3eab3844821b673fb4,False,I,25,0.8535,1.29,0.96,4.84,81.2469405666667
1203,686911c04e7032522e5423274ce524a2,1679091c5a880faf6fb5e6087eb1b2dc,1.3988437271937788,c3f4e68115b93c80062f09c4564306e0,True,M,7,0.8349,1.57,0.76,4.85,43.0984501
1205,b0c8a55c384b44dcb6dba9a582edb0f6,1679091c5a880faf6fb5e6087eb1b2dc,1.4977439007626188,4380eb32658c24fa69193510df6ba053,False,I,4,0.8797,1.55,0.92,4.92,70.1776149
1207,b96116b8862f011dc8b74e8518f2afa8,1679091c5a880faf6fb5e6087eb1b2dc,0.25915846935886866,46b6ea2c1b7c1ab812870ade98d42e9a,True,I,17,0.8887,1.28,1.0,4.68,108.13577715
1209,3631b3edb6a3ee5a55d37d9c57e127f4,1679091c5a880faf6fb5e6087eb1b2dc,1.8204549892563098,46b6ea2c1b7c1ab812870ade98d42e9a,False,I,44,0.8887,1.28,1.0,4.68,81.0738716
1210,dca43b45cc163ddbb17dec283fcc26a8,1679091c5a880faf6fb5e6087eb1b2dc,5.269648275322806,46b6ea2c1b7c1ab812870ade98d42e9a,True,I,15,0.8887,1.28,1.0,4.68,96.6662689833333
1211,957a7777bc644ef290d3740bdbf80b60,1679091c5a880faf6fb5e6087eb1b2dc,2.9669169876591535,3ac38504466678c5290e2c4dc3aee9d2,True,I,40,0.9031,1.1,0.92,4.76,88.5816224
1212,4669cbb8201563cd3bb15c335d258041,1679091c5a880faf6fb5e6087eb1b2dc,0.8818247536196503,3ac38504466678c5290e2c4dc3aee9d2,True,I,33,0.9031,1.1,0.92,4.76,47.1999041666667
1213,c3fd8115080402336cacb7a05a0e3639,1679091c5a880faf6fb5e6087eb1b2dc,2.663597727685933,ac4ec09503d34757f045009cbf3f73cc,False,I,19,0.8772,1.29,0.96,5.0,74.9297717166667
1214,0fd6323a10bb6c22a3b23216c2e51984,1679091c5a880faf6fb5e6087eb1b2dc,2.2616638015895063,d7992850dcbc3fc226895220a88389ce,True,I,50,0.8742,1.14,1.0,4.68,95.9988930833333
1215,a18080427eddcec211f06958fd26667b,1679091c5a880faf6fb5e6087eb1b2dc,0.7277993111505455,d7992850dcbc3fc226895220a88389ce,True,I,20,0.8742,1.14,1.0,4.68,71.2556911833333
1216,0b1a93f670940a37d7c46601853e63aa,1679091c5a880faf6fb5e6087eb1b2dc,0.8975074673937312,d7992850dcbc3fc226895220a88389ce,True,I,9,0.8742,1.14,1.0,4.68,61.6683151166667
1217,f1b0839b183013339efa7c1adbad9a04,1679091c5a880faf6fb5e6087eb1b2dc,5.762228272991393,d7992850dcbc3fc226895220a88389ce,True,I,23,0.8742,1.14,1.0,4.68,93.0017877666667
1218,ef0778ca25ade68b08b90831be7a091e,1679091c5a880faf6fb5e6087eb1b2dc,1.1842087447181862,e96fb34c70cfdc2c9083b96053f6aa40,False,I,31,0.9002,1.2,0.96,5.0,68.7935887
1219,52a2fcc560613f5142dca5fc50a3cc80,1679091c5a880faf6fb5e6087eb1b2dc,1.7269036617156643,e96fb34c70cfdc2c9083b96053f6aa40,False,I,105,0.9002,1.2,0.96,5.0,155.427206733333
1220,a0a500bec9b67d1217c256bf4d012ecf,1679091c5a880faf6fb5e6087eb1b2dc,0.7209429424301734,11ffaf9b7b96ac1deea013d738d10383,True,M,7,0.8803,2.63,0.695652173913043,4.29,49.2778255
1221,cc534458d5860e0775e13dec52cf6bb6,1679091c5a880faf6fb5e6087eb1b2dc,5.503624861039928,11ffaf9b7b96ac1deea013d738d10383,True,M,7,0.8803,2.63,0.695652173913043,4.29,63.8835412666667
1222,a80b2bd6079d37de80596c7f31cd09fa,1679091c5a880faf6fb5e6087eb1b2dc,5.319338242154316,6861c244c801472a11a7a42c0dac9bf2,False,I,8,0.8728,1.81,0.96,4.96,75.0093182166667
1224,76f4bade105692c01b935a8a59dbdaff,1679091c5a880faf6fb5e6087eb1b2dc,3.0151191722693707,ff8260da2cddcfb500899045761e08a4,False,T,11,0.8626,2.64,0.866666666666667,4.82,81.3742184666667
1225,36394655cfd17ea544e99b03eb9f2f9e,1679091c5a880faf6fb5e6087eb1b2dc,3.7161396448726696,e2fd6b83b09536b5f6a98c5773bb5d91,False,M,12,0.9029,1.86,0.76,4.96,74.0180946
1226,1162c445a75a1b6cf6bf0b2c1741a0d0,1679091c5a880faf6fb5e6087eb1b2dc,3.5943089875765586,e2fd6b83b09536b5f6a98c5773bb5d91,True,M,5,0.9029,1.86,0.76,4.96,70.4253613166667
1228,0abfc307a54d99d6081d3177c6b9a0fa,1679091c5a880faf6fb5e6087eb1b2dc,4.690012740103696,72711312e5406a361ee69864a31bb5bc,False,I,15,0.9254,1.87,1.0,5.0,70.1253749833333
1230,1f1f35b3bc4b0690f62487e6f95a2fae,1679091c5a880faf6fb5e6087eb1b2dc,3.3703267219093864,72711312e5406a361ee69864a31bb5bc,False,I,23,0.9254,1.87,1.0,5.0,93.35072295
1231,ef89b0153abac28d51845761e972fc7d,1679091c5a880faf6fb5e6087eb1b2dc,1.6164367417210206,d68cdffab6824710e08685409d50a3fc,True,I,31,0.8646,1.51,1.0,4.88,83.9572037166667
1234,5e45d2dbb9ae3f49f23ab9ec7170138b,1679091c5a880faf6fb5e6087eb1b2dc,1.2163022755547923,d68cdffab6824710e08685409d50a3fc,True,I,20,0.8646,1.51,1.0,4.88,63.9599301833333
1235,7405bf59f8a965b95dfd1a2a4c5ed4dc,1679091c5a880faf6fb5e6087eb1b2dc,1.774642362824597,d68cdffab6824710e08685409d50a3fc,False,I,13,0.8646,1.51,1.0,4.88,63.9356766666667
1236,b5970be095bb0a2ca6e6d2d6af49a22c,1679091c5a880faf6fb5e6087eb1b2dc,4.243926958759109,8e4d3abf64ab7d0f1381277ea9a89f42,False,I,1,0.8686,1.66,1.0,4.72,47.315352
1237,9b200e30225ed743d83434c5395a9644,1679091c5a880faf6fb5e6087eb1b2dc,5.606927108620806,fd0c75c4920029fa72284812234897a2,True,I,11,0.8851,1.33,0.96,4.68,61.48476
1239,1088da9490f315184ab95ead6b597589,1679091c5a880faf6fb5e6087eb1b2dc,0.3593893997038768,fd0c75c4920029fa72284812234897a2,False,I,53,0.8851,1.33,0.96,4.68,123.715676933333
1240,1b086db370b4e051c6a71ebb03226c7e,1679091c5a880faf6fb5e6087eb1b2dc,3.592953584195441,dcb1ab8526b6d98d013619d4b80f6ccd,False,I,52,0.8842,2.0,0.88,4.92,120.327633516667
1241,9c1c93171c32eb3838ccef7da9794b2a,1679091c5a880faf6fb5e6087eb1b2dc,4.812902853087007,dcb1ab8526b6d98d013619d4b80f6ccd,True,I,8,0.8842,2.0,0.88,4.92,73.4078167666667
1242,48c2e1a2f5ce32003a321ad53ca4d078,1679091c5a880faf6fb5e6087eb1b2dc,0.8003930197918736,dcb1ab8526b6d98d013619d4b80f6ccd,True,I,8,0.8842,2.0,0.88,4.92,43.3344050666667
1243,b777c50a58469e307b2babfee99ab4ce,1679091c5a880faf6fb5e6087eb1b2dc,3.5943089875765586,dcb1ab8526b6d98d013619d4b80f6ccd,False,I,9,0.8842,2.0,0.88,4.92,62.8180513
1244,47378fbef435937d588b7ea3aae495c9,1679091c5a880faf6fb5e6087eb1b2dc,0.7234953008532664,0b11332c70c67d8f4b8111dc3bf03855,True,I,36,0.8879,1.79,1.0,4.84,80.8067817
1246,87d8c8c3aad128b2d8092b36e2a5fd2c,1679091c5a880faf6fb5e6087eb1b2dc,0.5313895599596117,560f90f1a07699d946bb91f5e837dfa0,True,M,4,0.8418,2.43,0.8,4.8,39.1493128833333
1247,bf8c205ddfb0b629100ff1b80e21a080,1679091c5a880faf6fb5e6087eb1b2dc,0.9710015939249426,504795924a49f220e91f9ca7c55e9d0a,False,I,36,0.8344,1.0,0.96,4.96,69.8604439333333
1248,67f1457784008dfcb7d08451984ec7d6,1679091c5a880faf6fb5e6087eb1b2dc,4.243926958759109,504795924a49f220e91f9ca7c55e9d0a,False,I,1,0.8344,1.0,0.96,4.96,42.8255479333333
1249,62074026c865c946c9db4141f5fbadf5,1679091c5a880faf6fb5e6087eb1b2dc,5.894090542999584,504795924a49f220e91f9ca7c55e9d0a,False,I,8,0.8344,1.0,0.96,4.96,60.3891463166667
1250,c1177e4464209098c0c46e047cf00733,1679091c5a880faf6fb5e6087eb1b2dc,5.350643810287923,504795924a49f220e91f9ca7c55e9d0a,False,I,15,0.8344,1.0,0.96,4.96,47.13044195
1251,d72eb250382abf5616d7558670f080ec,1679091c5a880faf6fb5e6087eb1b2dc,0.9421689397140515,dbdbd3a3d9960c75aa5446f47a1a7cec,False,I,15,0.8806,1.0,0.92,4.84,68.5506681666667
1252,f3dd893e35a336793bafdbc3f8965e0e,1679091c5a880faf6fb5e6087eb1b2dc,3.450916573205133,bada57892e0e22b11411ad0c8147c7dc,True,I,12,0.9111,1.23,1.0,5.0,52.2845845333333
1253,46210b85441a1693d719586de269dabe,1679091c5a880faf6fb5e6087eb1b2dc,5.870681084254743,7f257be88b683118bfe00504e8b1ae48,False,I,29,0.9264,0.88,0.96,4.84,114.670043416667
1254,55734fffbb3d446040e782bd449de1ea,1679091c5a880faf6fb5e6087eb1b2dc,3.816693644200505,7f257be88b683118bfe00504e8b1ae48,True,I,10,0.9264,0.88,0.96,4.84,45.50411695
1255,277bf6c820e483ec414aba4960c54669,1679091c5a880faf6fb5e6087eb1b2dc,5.894090542999584,f8cc57977eee5ed91906c7087f3dbaf9,False,I,12,0.9059,1.25,0.96,4.8,56.1583609833333
1256,daa9dce47bdce936ded1057b5d2c5632,1679091c5a880faf6fb5e6087eb1b2dc,3.6492086527363017,f8cc57977eee5ed91906c7087f3dbaf9,True,I,9,0.9059,1.25,0.96,4.8,63.6375089833333
1257,fefdec6c4a2d0cf6d439f753654a1f4a,1679091c5a880faf6fb5e6087eb1b2dc,4.186653308044914,f8cc57977eee5ed91906c7087f3dbaf9,True,I,9,0.9059,1.25,0.96,4.8,65.3648571666667
1258,0a5b806693bfd6bbf1d3e763aa4ee782,1679091c5a880faf6fb5e6087eb1b2dc,2.2206967026003173,f8cc57977eee5ed91906c7087f3dbaf9,False,I,62,0.9059,1.25,0.96,4.8,184.476452033333
1259,6679c7b176f2e2ab462c5baf67107922,1679091c5a880faf6fb5e6087eb1b2dc,1.2676818045702043,f8cc57977eee5ed91906c7087f3dbaf9,True,I,18,0.9059,1.25,0.96,4.8,68.5522752666667
1261,797361842ac36fbdfeb82c79e8d0447d,1679091c5a880faf6fb5e6087eb1b2dc,5.371851930432656,f8cc57977eee5ed91906c7087f3dbaf9,False,I,8,0.9059,1.25,0.96,4.8,125.94740815
1262,b290b03707ab18e67bdec467d8b3fcbb,1679091c5a880faf6fb5e6087eb1b2dc,5.12738918808529,1accab6beeafc143b785c822db38331a,False,I,12,0.8587,0.97,0.92,4.92,78.0224621833333
1265,71f9ef151c8be226b7b263fcc6228a59,1679091c5a880faf6fb5e6087eb1b2dc,0.6561857223381747,b918d0df0e737da092399510d92ed5c8,True,I,25,0.8757,1.6,1.0,4.8,68.8383334166667
1266,110ce4042c9f0f1497a453febaf969b2,1679091c5a880faf6fb5e6087eb1b2dc,5.245879153590129,b918d0df0e737da092399510d92ed5c8,False,I,53,0.8757,1.6,1.0,4.8,109.171691816667
1267,4069b5a3941fe3b3894ad890187d24ea,1679091c5a880faf6fb5e6087eb1b2dc,1.7457802362626742,eac72d4fa665326941ce4b85fa5dc86e,False,I,18,0.8998,1.58,0.96,5.0,67.3925029
1268,3d607988da03688e795cbbc7188b2b31,1679091c5a880faf6fb5e6087eb1b2dc,5.115356379968677,eac72d4fa665326941ce4b85fa5dc86e,False,I,26,0.8998,1.58,0.96,5.0,103.9507143
1270,409c24271c6e2628c5dfeb8dd982ee6b,1679091c5a880faf6fb5e6087eb1b2dc,5.376235162925379,b7c143cacdef1bd8b7c1da098ce8a7db,True,I,51,0.8864,1.22,0.92,4.88,79.56972315
1271,f4a4579718e133c0e629b15f22efc4d6,1679091c5a880faf6fb5e6087eb1b2dc,5.559914496957502,d7b110df7540080757d75e9a172966f4,True,I,5,0.8466,1.42,1.0,4.84,54.93688805
1272,cb9124eff59e2a930756d4898ac2bf64,1679091c5a880faf6fb5e6087eb1b2dc,2.5302010323454036,d7b110df7540080757d75e9a172966f4,True,I,24,0.8466,1.42,1.0,4.84,77.2732448
1273,0e24bf3d21dc242310b6033ceed6328a,1679091c5a880faf6fb5e6087eb1b2dc,2.9567645100917095,a9d813b7efb7c8238ed57e98e53d36e4,True,T,18,0.8467,1.12,1.0,4.8,103.89788535
1275,638a738d114317d073edb13d6f97cdbb,1679091c5a880faf6fb5e6087eb1b2dc,4.64869804356148,a9d813b7efb7c8238ed57e98e53d36e4,True,T,6,0.8467,1.12,1.0,4.8,64.7767210666667
1276,be13231d6716035ab581a90276e9ee0d,1679091c5a880faf6fb5e6087eb1b2dc,1.780530317381301,a9d813b7efb7c8238ed57e98e53d36e4,True,T,8,0.8467,1.12,1.0,4.8,79.72911655
1277,3f85d66470c3041d61ba99df830fd272,1679091c5a880faf6fb5e6087eb1b2dc,4.363507153638281,a9d813b7efb7c8238ed57e98e53d36e4,True,T,9,0.8467,1.12,1.0,4.8,56.3844042
1278,0c4e073c1b491007de8d188f25f84804,1679091c5a880faf6fb5e6087eb1b2dc,5.454471212521838,a9d813b7efb7c8238ed57e98e53d36e4,False,T,55,0.8467,1.12,1.0,4.8,109.572767483333
1279,242a90a0b82385a0df0b50ff040c781d,1679091c5a880faf6fb5e6087eb1b2dc,1.5588681452831805,7fc33ab6d7326a0340aa62172a0ef1cb,False,I,14,0.8637,1.63,1.0,4.92,80.3344170333333
1281,5fc7ace2873383509ade9eb77b09dfcb,1679091c5a880faf6fb5e6087eb1b2dc,1.9163084960720806,7fc33ab6d7326a0340aa62172a0ef1cb,False,I,4,0.8637,1.63,1.0,4.92,74.9564379666667
1282,a880f89b479b593621635503f83fc881,1679091c5a880faf6fb5e6087eb1b2dc,2.633984518676295,55dd2721ac36530c41ea1f4528c1ebd0,False,I,43,0.8516,1.74,0.96,4.92,118.640454333333
1283,f80102d44b48442e766491ffd4e85312,1679091c5a880faf6fb5e6087eb1b2dc,3.8818354083902546,00b44b0825b18708a05dd0d36fc81373,True,I,40,0.8988,1.0,0.96,4.8,89.5721224666667
1286,1396cad490cc086d6d69ce4376636fa5,1679091c5a880faf6fb5e6087eb1b2dc,5.169901673726921,64285dec20f894c1b14b1dcc68e4dc84,False,I,61,0.8792,1.12,0.96,4.84,104.942009816667
1287,f5286276fec718ac42b0106628972f93,1679091c5a880faf6fb5e6087eb1b2dc,1.4421410985395386,24370c4eba66004abdd6f958aa5f38d8,False,I,25,0.8539,1.38,0.88,4.76,78.6114008333333
1288,58fd323176f9a001d8a109bec5cfcfea,1679091c5a880faf6fb5e6087eb1b2dc,4.541047618208196,aaad45699a24c8a7308a76be032121ca,True,I,14,0.8834,1.25,1.0,4.76,44.6070172666667
1290,adbf9f1a7402e12671b2578905fe2928,1679091c5a880faf6fb5e6087eb1b2dc,3.7325552807123135,aaad45699a24c8a7308a76be032121ca,True,I,18,0.8834,1.25,1.0,4.76,50.9184646
1291,17af04a2c11f1b37bfec21446651e5c1,1679091c5a880faf6fb5e6087eb1b2dc,1.0529283521330202,1c8faa95f6c756bdccb113d4d21764a1,True,M,2,0.8585,3.29,0.8,4.76,53.48531675
1292,e0ab20951b591ed39cc7f48dbff27121,1679091c5a880faf6fb5e6087eb1b2dc,1.966097709004503,833881aa7c692897feb9da091bb19107,False,I,18,0.8844,1.42,0.96,4.56,50.77855665
1293,49b9ccc95ee53759533cdf56a1e0f60c,1679091c5a880faf6fb5e6087eb1b2dc,1.6672496537689512,e96bdda8bfc607454ea0681c649abf0a,True,I,21,0.8846,1.25,0.96,4.8,67.6538888833333
1294,819d48be727add257e77d1762575fdaf,1679091c5a880faf6fb5e6087eb1b2dc,4.657225100683065,abac5d30a73eeb371478211146a55f63,True,I,54,0.8951,1.12,0.88,4.84,60.9248427166667
1295,e1dca28b33387ab0a414ccac0d8f8855,1679091c5a880faf6fb5e6087eb1b2dc,3.5821649781221594,abac5d30a73eeb371478211146a55f63,False,I,59,0.8951,1.12,0.88,4.84,73.8157414666667
1296,609058a355ca3c9078c11359e9011ef9,1679091c5a880faf6fb5e6087eb1b2dc,4.289861607048664,7525e51e3c4436e35482af3f0e642a67,False,T,14,0.8203,2.12,0.88,4.92,72.1092674666667
1297,c52e9c1506f8fd6860e477e1f27df5ac,1679091c5a880faf6fb5e6087eb1b2dc,0.9454637541189598,720a71d3aef8aaa3a23297c52aa3ebb3,True,I,41,0.8948,1.26,1.0,4.76,77.0365386166667
1298,af53a11775e9aae0203420a38e39417b,1679091c5a880faf6fb5e6087eb1b2dc,2.2206967026003173,0c33d5af8bc8f1a9e085ea51eb070f43,False,I,5,0.8796,1.24,1.0,4.96,83.9852346166667
1299,edbfb427081233354692c1c00e6cf2e1,1679091c5a880faf6fb5e6087eb1b2dc,2.368351186007321,0c33d5af8bc8f1a9e085ea51eb070f43,False,I,8,0.8796,1.24,1.0,4.96,40.28767385
1300,55efde752c53de6c94d905f8aa6b7cf5,1679091c5a880faf6fb5e6087eb1b2dc,2.399264343151955,0c33d5af8bc8f1a9e085ea51eb070f43,False,I,18,0.8796,1.24,1.0,4.96,73.6208291166667
1302,2f5bedb237274e58efb8156abd644d01,1679091c5a880faf6fb5e6087eb1b2dc,0.7336825739714888,7cc410b1b991aff6a94f78df97a0d3d7,False,T,20,0.8814,2.12,0.92,4.88,71.1417724833333
1303,014881ede5bb3647d7a8a273e88ca814,1679091c5a880faf6fb5e6087eb1b2dc,2.604267082084729,cde782cc78e99a1fe8826d6cd092c3b1,False,M,16,0.9041,1.68,0.705882352941177,4.88,56.3306964833333
1304,03203f861c78715804c49985be30123c,1679091c5a880faf6fb5e6087eb1b2dc,4.576199997347889,cde782cc78e99a1fe8826d6cd092c3b1,False,M,4,0.9041,1.68,0.705882352941177,4.88,42.76349495
1305,bb837bb45eace819e26585d711240e52,1679091c5a880faf6fb5e6087eb1b2dc,4.764516238659304,cde782cc78e99a1fe8826d6cd092c3b1,False,M,28,0.9041,1.68,0.705882352941177,4.88,84.3785166833333
1306,9ba0c9ee72a554df6aa2dbebb9751df2,1679091c5a880faf6fb5e6087eb1b2dc,5.479106979141826,9775595b5e536a7337d45a96108f9db0,False,I,11,0.8803,0.96,0.96,4.88,74.5918720666667
1307,944ee59fcb158b6a0cd2edd3cb911779,1679091c5a880faf6fb5e6087eb1b2dc,1.7521400666347435,9775595b5e536a7337d45a96108f9db0,True,I,11,0.8803,0.96,0.96,4.88,32.5521624
1308,bfa646dee297aebd411fdfd3e2ca5deb,1679091c5a880faf6fb5e6087eb1b2dc,4.262424980315399,9775595b5e536a7337d45a96108f9db0,False,I,73,0.8803,0.96,0.96,4.88,77.534272
1309,813a2cdd853a9bc3add1746222e4bf66,1679091c5a880faf6fb5e6087eb1b2dc,4.506634267573594,9775595b5e536a7337d45a96108f9db0,True,I,41,0.8803,0.96,0.96,4.88,48.6297007
1310,5519f4f48a9f3ec469674ca17e1302cd,1679091c5a880faf6fb5e6087eb1b2dc,3.4533577797246857,9775595b5e536a7337d45a96108f9db0,True,I,32,0.8803,0.96,0.96,4.88,46.8602320333333
1311,2e1725677e435b80be8b571a3ddc80ff,1679091c5a880faf6fb5e6087eb1b2dc,3.4085678810269617,9775595b5e536a7337d45a96108f9db0,True,I,27,0.8803,0.96,0.96,4.88,51.6813528666667
1312,d47e2c82324b7239d9a5c14da100816e,1679091c5a880faf6fb5e6087eb1b2dc,2.5125320542219924,9775595b5e536a7337d45a96108f9db0,False,I,54,0.8803,0.96,0.96,4.88,75.0824578833333
1313,3e00a6151f5e8a8639c0b2bff29e4f29,1679091c5a880faf6fb5e6087eb1b2dc,4.381311761389428,9775595b5e536a7337d45a96108f9db0,True,I,15,0.8803,0.96,0.96,4.88,36.793124
1315,fee23b7d75f96b7c5d7ff3dda3d32b8e,1679091c5a880faf6fb5e6087eb1b2dc,0.726099647952415,bc0e4c734a6e9c3596e0dcf0bf8c657a,True,I,7,0.9194,1.1,1.0,4.8,36.17514525
1317,ba86ef0c3d94eafb01147e1154be7204,1679091c5a880faf6fb5e6087eb1b2dc,1.7287094017637448,bc0e4c734a6e9c3596e0dcf0bf8c657a,True,I,31,0.9194,1.1,1.0,4.8,52.6326979333333
1318,6c22c6837c2e58a11f82a625a28ec4ce,1679091c5a880faf6fb5e6087eb1b2dc,1.673150435593594,bc0e4c734a6e9c3596e0dcf0bf8c657a,True,I,13,0.9194,1.1,1.0,4.8,41.1517993333333
1322,903a22306c62841a980cf34d87e7092d,1679091c5a880faf6fb5e6087eb1b2dc,1.8447540664445403,e41f3b88245e0462e03b2307cda317a9,True,I,16,0.8506,1.36,1.0,4.92,50.8689068666667
1323,46cca1215abac03f3c95a03e3911b419,1679091c5a880faf6fb5e6087eb1b2dc,1.3008249944956831,e41f3b88245e0462e03b2307cda317a9,False,I,11,0.8506,1.36,1.0,4.92,63.2964628666667
1324,6d27f0606a284910b4bde46a799ce6d6,1679091c5a880faf6fb5e6087eb1b2dc,2.2970902158375903,e41f3b88245e0462e03b2307cda317a9,True,I,10,0.8506,1.36,1.0,4.92,77.3734183833333
1325,a700ded07422484a1899d85762d579ba,1679091c5a880faf6fb5e6087eb1b2dc,4.523307406964915,e8d873c1a370459c3bd51579c3026863,True,T,1,0.8257,2.0,0.92,4.8,44.0925021
1326,59df4367e892d14b88e88fe0c118d004,1679091c5a880faf6fb5e6087eb1b2dc,1.1292505641101882,e8d873c1a370459c3bd51579c3026863,True,T,3,0.8257,2.0,0.92,4.8,41.18026
1328,188dd8e022fdd5e3e52100793b091c25,1679091c5a880faf6fb5e6087eb1b2dc,0.9185373531083865,e8d873c1a370459c3bd51579c3026863,False,T,15,0.8257,2.0,0.92,4.8,74.85488985
1329,7aaaad6f2b68373ad25687cb8a989d97,1679091c5a880faf6fb5e6087eb1b2dc,3.9257175277979575,e8d873c1a370459c3bd51579c3026863,True,T,9,0.8257,2.0,0.92,4.8,95.18426425
1330,2e65955f41185f05dbbe22d35f1c7576,1679091c5a880faf6fb5e6087eb1b2dc,0.2652748570816772,e8d873c1a370459c3bd51579c3026863,True,T,8,0.8257,2.0,0.92,4.8,35.9785920333333
1331,dc9a6bdff0a5b0db02216f0dcdf2a9e7,1679091c5a880faf6fb5e6087eb1b2dc,1.4206135782228095,e8d873c1a370459c3bd51579c3026863,False,T,11,0.8257,2.0,0.92,4.8,78.8025765833333
1332,27df83ac40ffdb83c9a4d994bd04a8b1,1679091c5a880faf6fb5e6087eb1b2dc,1.2889086795795226,8616592a2628af4c1a934c68dd46d491,True,I,35,0.8862,1.16,0.88,4.68,65.824661
1333,281c88a3ccb87f4e4b089612f4e4bd48,1679091c5a880faf6fb5e6087eb1b2dc,1.6132931105538155,8616592a2628af4c1a934c68dd46d491,False,I,3,0.8862,1.16,0.88,4.68,38.4764443333333
1336,c3cbb5d59a3d69679918931537d532fc,1679091c5a880faf6fb5e6087eb1b2dc,4.963334600453206,6b8e0b5d3d2e4540d6afc3df7cb19cb2,True,I,8,0.8729,1.17,1.0,4.92,40.8676315833333
1337,9dd1f1e23e3551b8f1dc251fbc449265,1679091c5a880faf6fb5e6087eb1b2dc,2.6743628450920416,6b8e0b5d3d2e4540d6afc3df7cb19cb2,True,I,6,0.8729,1.17,1.0,4.92,37.6281617
1339,b2d0bdb2e56b544a4b4e76253399f7cd,1679091c5a880faf6fb5e6087eb1b2dc,3.7859922467207454,73bb8cbeda1237c393b0451f2ace0da7,True,I,10,0.8615,2.0,0.96,4.57,75.4555190333333
1341,1afcf2d1f80342a04b1686bc4d461c8b,1679091c5a880faf6fb5e6087eb1b2dc,1.2221508992705163,111bf36f6bea203ff3c73dceaa2da4aa,True,I,14,0.9013,1.33,1.0,4.88,44.5944366166667
1342,a366521587d8a0808fb68e68a2cff540,1679091c5a880faf6fb5e6087eb1b2dc,3.8636372582449465,8e9c3d057240e3d1308f47d58fd71e69,False,I,63,0.8644,1.43,1.0,4.96,114.8587332
1344,98a56efbe1e75c64d8ef934f6f902656,1679091c5a880faf6fb5e6087eb1b2dc,4.8492157494323616,bce2b7459e88296de191b4d491db019c,True,M,8,0.9182,1.42,0.84,4.88,61.1558108
1345,681e33ac315738ed3f4c64119e708137,1679091c5a880faf6fb5e6087eb1b2dc,6.8480061783237485,bce2b7459e88296de191b4d491db019c,False,M,22,0.9182,1.42,0.84,4.88,80.902783
1346,d326a042ce419ad7c679ecaa00b1a505,1679091c5a880faf6fb5e6087eb1b2dc,5.213625006795655,bce2b7459e88296de191b4d491db019c,True,M,42,0.9182,1.42,0.84,4.88,86.7193159666667
1347,f30825b343ca4ba43b44044076d3e319,1679091c5a880faf6fb5e6087eb1b2dc,2.5620685830654573,bce2b7459e88296de191b4d491db019c,True,M,11,0.9182,1.42,0.84,4.88,59.7600956
1348,568dd526fe32657dc15563be40dcadc7,1679091c5a880faf6fb5e6087eb1b2dc,4.51550282994345,bce2b7459e88296de191b4d491db019c,True,M,14,0.9182,1.42,0.84,4.88,48.3245114333333
1349,a0c50de91be8ed7acd410a3dce4a7ad1,1679091c5a880faf6fb5e6087eb1b2dc,2.3864932487821178,2cd132751d30b9fac204d35c594d0772,False,I,29,0.8816,1.47,0.92,4.68,129.154662216667
1351,4179c826743cb88b5932d8318b9fea75,1679091c5a880faf6fb5e6087eb1b2dc,5.625472379633071,c875f5839fecec41976b6f9ed3c44550,False,T,26,0.8706,2.33,0.92,4.92,101.679813633333
1352,558e6e4e4e47438fc757b07c1d1e6af5,1679091c5a880faf6fb5e6087eb1b2dc,2.39571893754871,c875f5839fecec41976b6f9ed3c44550,False,T,13,0.8706,2.33,0.92,4.92,65.2425631166667
1353,40a27cbe524f01f85a67b1174cedd460,1679091c5a880faf6fb5e6087eb1b2dc,2.7883673859546745,c875f5839fecec41976b6f9ed3c44550,True,T,8,0.8706,2.33,0.92,4.92,53.90014715
1354,e5ceabeb8dcdd73f8265c8c36f5803e8,1679091c5a880faf6fb5e6087eb1b2dc,5.3247742879292215,c875f5839fecec41976b6f9ed3c44550,True,T,6,0.8706,2.33,0.92,4.92,59.4433935833333
1355,86ff152ac86a943a04e468286868e8bc,1679091c5a880faf6fb5e6087eb1b2dc,4.5323290366466775,c875f5839fecec41976b6f9ed3c44550,False,T,34,0.8706,2.33,0.92,4.92,99.4979861
1356,0e8db005bb77abaaab8bf635b620fcfb,1679091c5a880faf6fb5e6087eb1b2dc,4.7082775573543625,c875f5839fecec41976b6f9ed3c44550,False,T,12,0.8706,2.33,0.92,4.92,66.7428530833333
1357,14c0d7f94a9c0ec597b313d7abeb7d38,1679091c5a880faf6fb5e6087eb1b2dc,4.691367637505771,d2d68ff5f894e429775f91bfe0ce36c6,True,T,19,0.8333,4.73,0.866666666666667,4.8,110.26531605
1358,66f91a1a9d20fdf8960eb30b09209a82,1679091c5a880faf6fb5e6087eb1b2dc,3.5782430278417174,d2d68ff5f894e429775f91bfe0ce36c6,True,T,10,0.8333,4.73,0.866666666666667,4.8,70.9621128166667
1360,44d20f419ebdc28602fa3eaab11b7053,1679091c5a880faf6fb5e6087eb1b2dc,0.8344023841478752,e179bcacdf1468c478fbed35f1a5b024,False,M,5,0.8506,5.98,0.882352941176471,4.3,55.3186779833333
